SPort, DPort, SPkts, DPkts, SBytes, DBytes, Protocol, SYN, ACK, FIN, PSH, RST, URG, SYN+ACK, Duration, IsAlive, Service, UniqueDests, UniqueSrcs, UniqueDestSocks, UniqueSrcSocks,target
54744,443,14,0,5400,0,17,0,0,0,0,0,0,0,27.34610295,1,0,76,1,1,2,1
35764,443,10,0,1342,0,6,1,9,0,4,0,0,10,27.34380436,1,0,76,1,1,2,1
41290,443,9,0,1288,0,6,1,8,0,4,0,0,9,27.34285045,1,0,76,1,1,6,1
443,50396,8,0,5428,0,6,1,8,0,2,0,0,8,27.32266641,1,0,1,76,6,1,1
443,55287,27,0,29687,0,17,0,0,0,0,0,0,0,27.32030797,1,0,1,76,6,1,1
443,41290,8,0,7877,0,6,1,8,0,2,0,0,8,27.31909871,1,0,1,76,6,1,1
443,38048,8,0,5429,0,6,1,8,0,2,0,0,8,27.31859422,1,0,1,76,6,1,1
443,54744,20,0,11174,0,17,0,0,0,0,0,0,0,27.31812286,1,0,1,76,2,1,1
443,35764,9,0,7931,0,6,1,9,0,4,0,0,9,27.2394383,1,0,1,76,2,1,1
43539,53,2,0,150,0,17,0,0,0,0,0,0,0,26.95264697,1,0,76,1,1,157,1
38056,443,11,0,1406,0,6,1,10,1,4,0,0,11,26.95171332,1,0,76,1,1,7,1
53,43539,2,0,194,0,17,0,0,0,0,0,0,0,26.95129704,1,0,1,76,139,1,1
42688,443,11,0,1406,0,6,1,10,1,4,0,0,11,26.94356298,1,0,76,1,1,2,1
46496,53,2,0,192,0,17,0,0,0,0,0,0,0,26.93641663,1,0,76,1,1,157,1
52195,443,7,0,1983,0,17,0,0,0,0,0,0,0,26.87726212,1,0,76,1,1,2,1
53,46496,2,0,302,0,17,0,0,0,0,0,0,0,26.82263064,1,0,1,76,139,1,1
36914,443,15,0,5594,0,17,0,0,0,0,0,0,0,26.82036018,1,0,76,1,3,2,1
34290,443,9,0,1111,0,6,1,8,1,3,0,0,9,26.82009649,1,0,76,1,1,2,1
443,38056,10,0,5548,0,6,1,10,1,2,0,0,10,26.79298139,1,0,1,76,6,1,1
443,42688,11,0,5602,0,6,1,11,1,3,0,0,11,26.77497149,1,0,1,76,2,1,1
443,52195,8,0,7027,0,17,0,0,0,0,0,0,0,26.76852036,1,0,1,76,2,1,1
443,34290,8,0,5559,0,6,1,8,1,1,0,0,8,26.7108674,1,0,1,76,2,1,1
443,36914,31,0,11305,0,17,0,0,0,0,0,0,0,26.69969869,1,0,1,76,2,3,1
57164,53,2,0,174,0,17,0,0,0,0,0,0,0,26.53410387,1,0,76,1,1,157,1
55586,53,1,0,79,0,17,0,0,0,0,0,0,0,26.4698956,1,0,76,1,1,157,1
36521,53,2,0,164,0,17,0,0,0,0,0,0,0,26.43413877,1,0,76,1,1,157,1
53,36521,2,0,288,0,17,0,0,0,0,0,0,0,26.28674555,1,0,1,76,139,1,1
45472,443,10,0,825,0,6,1,9,0,3,0,0,10,26.27178907,1,0,76,1,1,1,1
443,46604,15,0,6300,0,17,0,0,0,0,0,0,0,26.25689554,1,0,1,76,11,1,1
46604,443,13,0,1651,0,17,0,0,0,0,0,0,0,26.25574398,1,0,76,1,1,11,1
53,55586,1,0,107,0,17,0,0,0,0,0,0,0,26.25491714,1,0,1,76,139,1,1
49421,443,14,0,6679,0,17,0,0,0,0,0,0,0,26.21722841,1,0,76,1,1,4,1
41574,443,8,0,1234,0,6,1,7,0,4,0,0,8,26.21617866,1,0,76,1,1,4,1
443,45472,9,0,5479,0,6,1,9,0,4,0,0,9,26.16969943,1,0,1,76,1,1,1
443,41574,7,0,5369,0,6,0,7,0,3,0,0,7,26.16353059,1,0,1,76,4,1,1
443,49421,20,0,10574,0,17,0,0,0,0,0,0,0,26.08212852,1,0,1,76,4,1,1
443,38024,9,0,5481,0,6,0,9,1,4,0,0,9,26.0474968,1,0,1,76,6,1,1
59511,443,6,0,2434,0,17,0,0,0,0,0,0,0,25.86732531,1,0,76,1,1,11,1
443,59511,13,0,4645,0,17,0,0,0,0,0,0,0,25.79369211,1,0,1,76,11,1,1
56682,443,10,0,1342,0,6,1,9,0,4,0,0,10,25.77423692,1,0,76,1,1,11,1
443,56682,9,0,5695,0,6,1,9,0,3,0,0,9,25.6726048,1,0,1,76,11,1,1
50748,53,2,0,170,0,17,0,0,0,0,0,0,0,25.4142766,1,0,76,1,1,157,1
53,50748,2,0,214,0,17,0,0,0,0,0,0,0,25.40616274,1,0,1,76,139,1,1
34707,443,10,0,2500,0,17,0,0,0,0,0,0,0,25.35120487,1,0,76,1,1,3,1
443,34707,13,0,9687,0,17,0,0,0,0,0,0,0,25.26321125,1,0,1,76,3,1,1
35176,53,2,0,192,0,17,0,0,0,0,0,0,0,25.13707781,1,0,76,1,1,157,1
53,35176,2,0,302,0,17,0,0,0,0,0,0,0,24.99077272,1,0,1,76,139,1,1
45254,443,25,0,3614,0,6,1,24,0,3,0,0,25,24.97109771,1,0,76,1,1,3,1
45270,443,33,0,4155,0,6,1,32,0,3,0,0,33,24.97071147,1,0,76,1,1,3,1
443,45270,42,0,133957,0,6,1,42,0,33,0,0,42,24.97047186,1,0,1,76,3,1,1
443,45254,32,0,74147,0,6,1,32,0,25,0,0,32,24.96648932,1,0,1,76,3,1,1
52840,443,208,0,26641,0,17,0,0,0,0,0,0,0,24.9101994,1,0,76,1,1,3,1
443,52840,670,0,911079,0,17,0,0,0,0,0,0,0,24.849509,1,0,1,76,3,1,1
54811,53,2,0,178,0,17,0,0,0,0,0,0,0,24.83486342,1,0,76,1,1,157,1
53,54811,2,0,222,0,17,0,0,0,0,0,0,0,24.83195639,1,0,1,76,139,1,1
36894,443,12,0,1460,0,6,1,11,1,4,0,0,12,24.83081579,1,0,76,1,1,8,1
36898,443,9,0,1288,0,6,1,8,0,4,0,0,9,24.83059263,1,0,76,1,2,8,1
45030,53,2,0,194,0,17,0,0,0,0,0,0,0,24.73188043,1,0,76,1,1,157,1
53,45030,1,0,147,0,17,0,0,0,0,0,0,0,24.50293541,1,0,1,76,139,1,1
443,36898,8,0,5641,0,6,1,8,0,3,0,0,8,24.48782635,1,0,1,76,8,2,1
443,36894,11,0,5808,0,6,1,11,0,5,0,0,11,24.48666525,1,0,1,76,8,1,1
36229,53,2,0,178,0,17,0,0,0,0,0,0,0,24.33239913,1,0,76,1,1,157,1
443,33898,25,0,56404,0,6,1,25,0,17,0,0,25,24.32731318,1,0,1,76,3,1,1
33898,443,21,0,3388,0,6,0,21,0,3,0,0,21,24.32685161,1,0,76,1,1,3,1
443,33894,15,0,47183,0,6,1,15,0,7,0,0,15,24.32302237,1,0,1,76,3,1,1
33894,443,12,0,3014,0,6,0,12,0,3,0,0,12,24.32161665,1,0,76,1,1,3,1
43644,53,2,0,156,0,17,0,0,0,0,0,0,0,24.21151876,1,0,76,1,1,157,1
43195,53,2,0,170,0,17,0,0,0,0,0,0,0,24.11190987,1,0,76,1,1,157,1
53,36229,2,0,222,0,17,0,0,0,0,0,0,0,24.1108911,1,0,1,76,139,1,1
40268,443,12,0,5337,0,17,0,0,0,0,0,0,0,24.09129858,1,0,76,1,1,8,1
49416,443,9,0,1961,0,6,0,9,0,7,0,0,9,24.04406333,1,0,76,1,1,4,1
443,49416,9,0,1976,0,6,0,9,1,1,0,0,9,24.04297376,1,0,1,76,4,1,1
52278,443,10,0,2363,0,17,0,0,0,0,0,0,0,24.03939819,1,0,76,1,1,11,1
443,60868,11,0,7465,0,17,0,0,0,0,0,0,0,24.02889037,1,0,1,76,2,1,1
443,40268,17,0,4309,0,17,0,0,0,0,0,0,0,24.02839732,1,0,1,76,8,1,1
60868,443,9,0,1377,0,17,0,0,0,0,0,0,0,24.0078938,1,0,76,1,1,2,1
443,52278,11,0,8156,0,17,0,0,0,0,0,0,0,24.00227761,1,0,1,76,11,1,1
45184,443,10,0,1342,0,6,1,9,0,4,0,0,10,23.99424744,1,0,76,1,2,2,1
36914,443,2,0,128,0,6,1,0,0,0,1,0,1,23.99082088,1,0,76,1,3,8,1
56686,443,11,0,889,0,6,1,10,1,3,0,0,11,23.99060607,1,0,76,1,1,11,1
443,36900,7,0,5573,0,6,0,7,0,4,0,0,7,23.96257186,1,0,1,76,8,1,1
36900,443,7,0,643,0,6,0,7,0,3,0,0,7,23.96226525,1,0,76,1,1,8,1
443,36914,1,0,60,0,6,1,1,0,0,0,0,1,23.86096597,1,0,1,76,8,3,1
443,45184,10,0,5748,0,6,1,10,0,5,0,0,10,23.8603828,1,0,1,76,2,1,1
443,56686,10,0,5754,0,6,1,10,1,4,0,0,10,23.80747056,1,0,1,76,11,1,1
56655,443,5,0,1819,0,17,0,0,0,0,0,0,0,23.60739303,1,0,76,1,1,3,1
443,56655,8,0,6487,0,17,0,0,0,0,0,0,0,23.58940959,1,0,1,76,3,1,1
33068,53,2,0,170,0,17,0,0,0,0,0,0,0,21.57466197,1,0,76,1,1,157,1
53,33068,2,0,272,0,17,0,0,0,0,0,0,0,21.56278872,1,0,1,76,139,1,1
57686,443,46,0,5265,0,17,0,0,0,0,0,0,0,21.46672082,1,0,76,1,1,6,1
33640,443,11,0,1396,0,6,1,10,0,4,0,0,11,21.46237922,1,0,76,1,1,6,1
443,33640,11,0,10338,0,6,1,11,0,4,0,0,11,21.31150699,1,0,1,76,6,1,1
443,57686,119,0,162473,0,17,0,0,0,0,0,0,0,21.31052995,1,0,1,76,6,1,1
44125,53,2,0,160,0,17,0,0,0,0,0,0,0,19.78414965,1,0,76,1,1,157,1
53,44125,2,0,260,0,17,0,0,0,0,0,0,0,19.65586782,1,0,1,76,139,1,1
33082,443,10,0,1352,0,6,1,9,1,4,0,0,10,19.65409875,1,0,76,1,2,6,1
443,33082,10,0,7997,0,6,1,10,1,2,0,0,10,19.58411336,1,0,1,76,6,2,1
45688,443,11,0,2448,0,17,0,0,0,0,0,0,0,19.53599334,1,0,76,1,1,6,1
443,45688,11,0,9733,0,17,0,0,0,0,0,0,0,19.4184444,1,0,1,76,6,1,1
39066,53,2,0,162,0,17,0,0,0,0,0,0,0,17.99804735,1,0,76,1,1,157,1
443,58916,14,0,6785,0,6,1,14,1,6,1,0,14,17.77706552,1,0,1,76,3,1,1
58916,443,13,0,1510,0,6,0,11,1,4,2,0,11,17.77676702,1,0,76,1,1,3,1
443,58900,13,0,6731,0,6,1,13,1,5,1,0,13,17.77645755,1,0,1,76,3,1,1
58900,443,12,0,1456,0,6,0,10,1,4,2,0,10,17.77600098,1,0,76,1,1,3,1
443,58896,63,0,287546,0,6,0,63,0,33,0,0,63,17.77498817,1,0,1,76,3,1,1
58896,443,53,0,7954,0,6,0,53,0,16,0,0,53,17.77396297,1,0,76,1,1,3,1
42194,53,2,0,166,0,17,0,0,0,0,0,0,0,17.11318088,1,0,76,1,1,157,1
35805,53,2,0,160,0,17,0,0,0,0,0,0,0,17.11106944,1,0,76,1,1,157,1
59172,53,2,0,154,0,17,0,0,0,0,0,0,0,17.10160565,1,0,76,1,1,157,1
53,59172,2,0,198,0,17,0,0,0,0,0,0,0,17.08994651,1,0,1,76,139,1,1
53,35805,2,0,204,0,17,0,0,0,0,0,0,0,17.08863521,1,0,1,76,139,1,1
53,42194,2,0,540,0,17,0,0,0,0,0,0,0,17.08580017,1,0,1,76,139,1,1
40480,443,9,0,1047,0,6,1,8,1,2,0,0,9,17.08281422,1,0,76,1,1,4,1
54120,443,5,0,807,0,6,1,3,1,1,1,0,4,17.08256316,1,0,76,1,1,5,1
59940,443,12,0,1460,0,6,1,11,1,4,0,0,12,17.07061744,1,0,76,1,1,6,1
443,54120,4,0,3154,0,6,1,4,0,0,0,0,4,17.07037425,1,0,1,76,5,1,1
443,40480,8,0,5789,0,6,1,8,1,2,0,0,8,17.05104661,1,0,1,76,4,1,1
58730,443,8,0,2582,0,17,0,0,0,0,0,0,0,17.03947067,1,0,76,1,1,6,1
55687,53,2,0,150,0,17,0,0,0,0,0,0,0,17.02637839,1,0,76,1,1,157,1
53308,53,2,0,160,0,17,0,0,0,0,0,0,0,17.02194548,1,0,76,1,1,157,1
41081,53,2,0,168,0,17,0,0,0,0,0,0,0,16.99410343,1,0,76,1,1,157,1
43215,53,2,0,150,0,17,0,0,0,0,0,0,0,16.9870255,1,0,76,1,1,157,1
54128,443,2,0,128,0,6,1,0,0,0,1,0,1,16.96696973,1,0,76,1,1,5,1
54130,443,57,0,6838,0,6,1,56,0,11,0,0,57,16.9645052,1,0,76,1,1,5,1
58286,53,2,0,168,0,17,0,0,0,0,0,0,0,16.93819523,1,0,76,1,1,157,1
57763,443,6,0,1910,0,17,0,0,0,0,0,0,0,16.92766738,1,0,76,1,1,4,1
43109,53,1,0,87,0,17,0,0,0,0,0,0,0,16.89286351,1,0,76,1,1,157,1
443,59940,11,0,5601,0,6,1,11,1,3,0,0,11,16.87534165,1,0,1,76,6,1,1
443,58730,18,0,15329,0,17,0,0,0,0,0,0,0,16.87321782,1,0,1,76,6,1,1
443,54130,70,0,240335,0,6,1,70,0,57,0,0,70,16.86620545,1,0,1,76,5,1,1
53,43109,1,0,103,0,17,0,0,0,0,0,0,0,16.8650744,1,0,1,76,139,1,1
443,57763,12,0,5467,0,17,0,0,0,0,0,0,0,16.84287333,1,0,1,76,4,1,1
53,58286,2,0,212,0,17,0,0,0,0,0,0,0,16.84128118,1,0,1,76,139,1,1
53,43215,2,0,326,0,17,0,0,0,0,0,0,0,16.82493901,1,0,1,76,139,1,1
53,41081,2,0,542,0,17,0,0,0,0,0,0,0,16.82404065,1,0,1,76,139,1,1
53,53308,2,0,220,0,17,0,0,0,0,0,0,0,16.8234942,1,0,1,76,139,1,1
53,55687,2,0,236,0,17,0,0,0,0,0,0,0,16.82294798,1,0,1,76,139,1,1
36599,443,7,0,2353,0,17,0,0,0,0,0,0,0,16.80171084,1,0,76,1,1,3,1
57224,443,13,0,2195,0,6,1,12,1,7,0,0,13,16.80118847,1,0,76,1,1,4,1
42382,443,10,0,1165,0,6,1,9,1,3,0,0,10,16.80096006,1,0,76,1,1,2,1
42394,443,42,0,5555,0,6,1,41,0,10,0,0,42,16.80073738,1,0,76,1,1,2,1
35220,443,8,0,1203,0,6,1,7,0,3,0,0,8,16.80051208,1,0,76,1,1,1,1
50020,443,9,0,1288,0,6,1,8,0,4,0,0,9,16.78697038,1,0,76,1,1,2,1
54146,443,13,0,1514,0,6,1,12,1,4,0,0,13,16.71593428,1,0,76,1,1,5,1
443,42394,46,0,220514,0,6,1,46,0,28,0,0,46,16.6277976,1,0,1,76,2,1,1
443,57238,7,0,4743,0,6,1,7,0,2,0,0,7,16.62282085,1,0,1,76,3,1,1
57238,443,7,0,990,0,6,0,7,0,3,0,0,7,16.62191057,1,0,76,1,1,3,1
443,57224,12,0,2150,0,6,1,12,1,2,0,0,12,16.62152553,1,0,1,76,4,1,1
443,36599,27,0,33373,0,17,0,0,0,0,0,0,0,16.6175487,1,0,1,76,3,1,1
443,54146,12,0,8724,0,6,1,12,0,4,0,0,12,16.61591387,1,0,1,76,5,1,1
443,50020,8,0,6346,0,6,1,8,0,2,0,0,8,16.61301923,1,0,1,76,2,1,1
443,35220,8,0,3941,0,6,1,8,0,3,0,0,8,16.61253166,1,0,1,76,1,1,1
443,42382,9,0,8556,0,6,1,9,0,2,0,0,9,16.61199903,1,0,1,76,2,1,1
32795,443,36,0,4730,0,17,0,0,0,0,0,0,0,16.56327224,1,0,76,1,1,5,1
38137,53,1,0,87,0,17,0,0,0,0,0,0,0,16.54379702,1,0,76,1,1,157,1
60644,443,9,0,1288,0,6,1,8,0,4,0,0,9,16.48055148,1,0,76,1,1,5,1
60652,443,11,0,1406,0,6,1,10,1,4,0,0,11,16.48020267,1,0,76,1,1,5,1
54695,53,2,0,150,0,17,0,0,0,0,0,0,0,16.47714663,1,0,76,1,1,157,1
443,32795,188,0,251136,0,17,0,0,0,0,0,0,0,16.45496345,1,0,1,76,5,1,1
53,38137,1,0,103,0,17,0,0,0,0,0,0,0,16.44348407,1,0,1,76,139,1,1
53,54695,2,0,404,0,17,0,0,0,0,0,0,0,16.43970871,1,0,1,76,139,1,1
443,60644,8,0,5748,0,6,1,8,0,2,0,0,8,16.39852905,1,0,1,76,5,1,1
54150,443,2,0,128,0,6,1,0,0,0,1,0,1,16.36582494,1,0,76,1,1,5,1
53104,443,20,0,1781,0,6,1,19,0,3,0,0,20,16.34854555,1,0,76,1,1,2,1
60666,443,11,0,1406,0,6,1,9,1,4,1,0,10,16.31499362,1,0,76,1,1,5,1
443,60652,10,0,5867,0,6,1,10,1,3,0,0,10,16.29549599,1,0,1,76,5,1,1
443,54150,1,0,60,0,6,1,1,0,0,0,0,1,16.28061199,1,0,1,76,5,1,1
443,53104,22,0,57404,0,6,1,22,0,17,0,0,22,16.27579165,1,0,1,76,2,1,1
443,60666,10,0,5863,0,6,1,10,0,4,0,0,10,16.21615052,1,0,1,76,5,1,1
443,54128,1,0,60,0,6,1,1,0,0,0,0,1,15.93133807,1,0,1,76,5,1,1
48230,53,2,0,152,0,17,0,0,0,0,0,0,0,15.34472299,1,0,76,1,1,157,1
53,48230,2,0,408,0,17,0,0,0,0,0,0,0,15.23340607,1,0,1,76,139,1,1
40382,443,15,0,1985,0,6,1,12,1,7,2,0,13,15.21713614,1,0,76,1,1,4,1
34951,53,2,0,164,0,17,0,0,0,0,0,0,0,15.08556867,1,0,76,1,1,157,1
40390,443,10,0,1352,0,6,1,8,1,4,1,0,9,15.04429412,1,0,76,1,1,4,1
443,40382,15,0,7284,0,6,1,15,1,4,1,0,15,14.96035981,1,0,1,76,4,1,1
53,34951,2,0,412,0,17,0,0,0,0,0,0,0,14.95690036,1,0,1,76,139,1,1
443,40390,9,0,5667,0,6,1,9,0,2,0,0,9,14.95585251,1,0,1,76,4,1,1
45746,443,9,0,3996,0,6,1,8,0,3,0,0,9,14.93124604,1,0,76,1,1,3,1
35815,53,2,0,136,0,17,0,0,0,0,0,0,0,14.77057147,1,0,76,1,1,157,1
53173,53,2,0,180,0,17,0,0,0,0,0,0,0,14.77016997,1,0,76,1,1,157,1
53,53173,2,0,282,0,17,0,0,0,0,0,0,0,14.7192111,1,0,1,76,139,1,1
53,35815,2,0,369,0,17,0,0,0,0,0,0,0,14.71783066,1,0,1,76,139,1,1
57450,443,94,0,30987,0,17,0,0,0,0,0,0,0,14.68667626,1,0,76,1,1,3,1
38182,443,9,0,3549,0,17,0,0,0,0,0,0,0,14.68612862,1,0,76,1,1,4,1
56820,53,1,0,82,0,17,0,0,0,0,0,0,0,14.68553448,1,0,76,1,1,157,1
44240,443,38,0,16339,0,6,1,37,0,19,0,0,38,14.6843648,1,0,76,1,1,7,1
443,38182,9,0,6285,0,17,0,0,0,0,0,0,0,14.6711719,1,0,1,76,4,1,1
53,56820,1,0,180,0,17,0,0,0,0,0,0,0,14.65307093,1,0,1,76,139,1,1
443,44240,39,0,30791,0,6,1,39,0,15,0,0,39,14.65244484,1,0,1,76,6,1,1
443,45746,11,0,10173,0,6,1,11,1,6,0,0,11,14.65197659,1,0,1,76,3,1,1
45748,443,12,0,1342,0,6,1,9,1,3,2,0,10,14.64050436,1,0,76,1,1,3,1
443,57450,283,0,281538,0,17,0,0,0,0,0,0,0,14.6387794,1,0,1,76,3,1,1
33742,443,10,0,1342,0,6,1,9,0,4,0,0,10,14.61920738,1,0,76,1,1,3,1
443,33742,9,0,5695,0,6,1,9,0,3,0,0,9,14.48829317,1,0,1,76,3,1,1
56644,53,2,0,136,0,17,0,0,0,0,0,0,0,14.39825153,1,0,76,1,1,157,1
45245,53,2,0,142,0,17,0,0,0,0,0,0,0,14.38288212,1,0,76,1,1,157,1
443,45748,12,0,6568,0,6,1,12,1,5,1,0,12,14.16693521,1,0,1,76,3,1,1
53,45245,2,0,384,0,17,0,0,0,0,0,0,0,14.16108274,1,0,1,76,139,1,1
53,56644,2,0,369,0,17,0,0,0,0,0,0,0,14.14626074,1,0,1,76,139,1,1
55066,443,9,0,1125,0,6,1,8,0,5,0,0,9,13.95399857,1,0,76,1,1,1,1
44254,443,8,0,556,0,6,1,5,1,2,2,0,6,13.95301938,1,0,76,1,1,7,1
36417,53,2,0,160,0,17,0,0,0,0,0,0,0,13.95174503,1,0,76,1,1,157,1
39246,53,2,0,152,0,17,0,0,0,0,0,0,0,13.94935036,1,0,76,1,1,157,1
53,36417,2,0,392,0,17,0,0,0,0,0,0,0,13.93087316,1,0,1,76,139,1,1
53,39246,2,0,196,0,17,0,0,0,0,0,0,0,13.92969179,1,0,1,76,139,1,1
45184,53,1,0,75,0,17,0,0,0,0,0,0,0,13.92250347,1,0,76,1,2,157,1
46289,443,10,0,3458,0,17,0,0,0,0,0,0,0,13.92119002,1,0,76,1,1,2,1
443,44254,8,0,1034,0,6,1,8,1,2,1,0,8,13.92032886,1,0,1,76,6,1,1
443,55066,9,0,1817,0,6,1,9,0,3,0,0,9,13.91976213,1,0,1,76,1,1,1
60219,443,9,0,3009,0,17,0,0,0,0,0,0,0,13.87962246,1,0,76,1,1,5,1
59186,443,8,0,717,0,6,1,7,0,3,0,0,8,13.84976244,1,0,76,1,1,2,1
60962,443,7,0,663,0,6,1,6,0,3,0,0,7,13.84954023,1,0,76,1,1,5,1
443,46289,15,0,7571,0,17,0,0,0,0,0,0,0,13.84838605,1,0,1,76,2,1,1
443,60219,10,0,998,0,17,0,0,0,0,0,0,0,13.82984114,1,0,1,76,5,1,1
443,59186,7,0,7811,0,6,0,7,0,4,0,0,7,13.71437716,1,0,1,76,2,1,1
49390,443,8,0,2641,0,6,0,8,0,4,0,0,8,13.69952297,1,0,76,1,1,1,1
443,49390,8,0,5331,0,6,0,8,0,3,0,0,8,13.69849205,1,0,1,76,1,1,1
443,60962,6,0,5312,0,6,0,6,0,3,0,0,6,13.65536618,1,0,1,76,5,1,1
37532,53,2,0,178,0,17,0,0,0,0,0,0,0,13.51942754,1,0,76,1,1,157,1
42200,53,2,0,136,0,17,0,0,0,0,0,0,0,13.51601028,1,0,76,1,1,157,1
53,42200,2,0,369,0,17,0,0,0,0,0,0,0,13.48785901,1,0,1,76,139,1,1
53,37532,2,0,222,0,17,0,0,0,0,0,0,0,13.48723555,1,0,1,76,139,1,1
53400,443,17,0,3745,0,17,0,0,0,0,0,0,0,13.4440167,1,0,76,1,1,8,1
44262,443,11,0,1235,0,6,1,8,1,3,2,0,9,13.4227035,1,0,76,1,1,7,1
44266,443,11,0,1235,0,6,1,8,1,3,2,0,9,13.39665461,1,0,76,1,1,7,1
443,53400,22,0,21078,0,17,0,0,0,0,0,0,0,13.39633512,1,0,1,76,8,1,1
443,44262,11,0,6440,0,6,1,11,1,3,1,0,11,13.35850811,1,0,1,76,6,1,1
443,44266,11,0,6440,0,6,1,11,1,3,1,0,11,13.3268435,1,0,1,76,6,1,1
37797,53,2,0,166,0,17,0,0,0,0,0,0,0,13.31373405,1,0,76,1,1,157,1
48686,443,10,0,1342,0,6,1,9,0,4,0,0,10,13.31144047,1,0,76,1,1,8,1
34025,53,5,0,425,0,17,0,0,0,0,0,0,0,13.31011176,1,0,76,1,1,157,1
53686,53,2,0,158,0,17,0,0,0,0,0,0,0,13.29334235,1,0,76,1,1,157,1
58420,53,3,0,255,0,17,0,0,0,0,0,0,0,13.29130816,1,0,76,1,1,157,1
60536,53,2,0,168,0,17,0,0,0,0,0,0,0,13.2858212,1,0,76,1,1,157,1
33312,443,11,0,6400,0,17,0,0,0,0,0,0,0,13.28312945,1,0,76,1,1,11,1
443,48686,9,0,5693,0,6,1,9,0,4,0,0,9,13.01235366,1,0,1,76,8,1,1
443,33312,11,0,8796,0,17,0,0,0,0,0,0,0,13.00256753,1,0,1,76,11,1,1
56141,443,5,0,4093,0,17,0,0,0,0,0,0,0,12.94825983,1,0,76,1,1,4,1
57386,443,7,0,2311,0,17,0,0,0,0,0,0,0,12.94794321,1,0,76,1,1,2,1
47912,443,29,0,5841,0,17,0,0,0,0,0,0,0,12.94765258,1,0,76,1,1,4,1
43780,443,9,0,1288,0,6,1,8,0,4,0,0,9,12.94445562,1,0,76,1,1,4,1
52406,443,9,0,1288,0,6,1,8,0,4,0,0,9,12.94417,1,0,76,1,1,2,1
47368,443,10,0,1342,0,6,1,9,0,4,0,0,10,12.94382977,1,0,76,1,1,4,1
47273,53,2,0,174,0,17,0,0,0,0,0,0,0,12.94307685,1,0,76,1,1,157,1
48700,443,11,0,1406,0,6,1,10,1,4,0,0,11,12.9381907,1,0,76,1,1,8,1
443,47912,195,0,239376,0,17,0,0,0,0,0,0,0,12.91635871,1,0,1,76,4,1,1
443,57386,12,0,7726,0,17,0,0,0,0,0,0,0,12.91580534,1,0,1,76,2,1,1
443,56141,9,0,4388,0,17,0,0,0,0,0,0,0,12.90169048,1,0,1,76,4,1,1
443,48700,10,0,5759,0,6,1,10,1,3,0,0,10,12.8984592,1,0,1,76,8,1,1
443,43780,8,0,5412,0,6,1,8,0,2,0,0,8,12.89791012,1,0,1,76,4,1,1
443,47368,9,0,5482,0,6,1,9,0,4,0,0,9,12.86906052,1,0,1,76,4,1,1
443,52406,8,0,5641,0,6,1,8,0,2,0,0,8,12.86862779,1,0,1,76,2,1,1
53,47273,2,0,218,0,17,0,0,0,0,0,0,0,12.84076405,1,0,1,76,139,1,1
46127,443,5,0,1814,0,17,0,0,0,0,0,0,0,12.76228762,1,0,76,1,1,11,1
443,46127,15,0,7926,0,17,0,0,0,0,0,0,0,12.6839385,1,0,1,76,11,1,1
35336,443,10,0,1342,0,6,1,9,0,4,0,0,10,12.68235183,1,0,76,1,1,11,1
443,35336,9,0,5695,0,6,1,9,0,3,0,0,9,12.64839697,1,0,1,76,11,1,1
56382,53,2,0,186,0,17,0,0,0,0,0,0,0,12.56717634,1,0,76,1,1,157,1
52055,53,2,0,148,0,17,0,0,0,0,0,0,0,12.51283836,1,0,76,1,1,157,1
53,52055,2,0,192,0,17,0,0,0,0,0,0,0,12.22752476,1,0,1,76,139,1,1
53,56382,2,0,272,0,17,0,0,0,0,0,0,0,12.22657228,1,0,1,76,139,1,1
36637,443,50,0,8893,0,17,0,0,0,0,0,0,0,12.13107324,1,0,76,1,1,6,1
37650,443,13,0,6110,0,17,0,0,0,0,0,0,0,12.12876439,1,0,76,1,1,8,1
39282,443,9,0,1288,0,6,1,8,0,4,0,0,9,12.10395503,1,0,76,1,1,6,1
443,36637,135,0,142899,0,17,0,0,0,0,0,0,0,12.09459686,1,0,1,76,6,1,1
42576,443,11,0,1406,0,6,1,10,1,4,0,0,11,12.08423471,1,0,76,1,1,8,1
443,39282,6,0,7758,0,6,1,6,0,2,0,0,6,12.08059978,1,0,1,76,6,1,1
443,37650,22,0,7765,0,17,0,0,0,0,0,0,0,12.06757641,1,0,1,76,8,1,1
42588,443,9,0,1288,0,6,1,8,0,4,0,0,9,11.88388872,1,0,76,1,1,8,1
443,42576,10,0,5514,0,6,1,10,1,2,0,0,10,11.84362674,1,0,1,76,8,1,1
443,42588,8,0,5394,0,6,1,8,0,2,0,0,8,11.83909154,1,0,1,76,8,1,1
40831,53,2,0,152,0,17,0,0,0,0,0,0,0,10.71986032,1,0,76,1,1,157,1
53,40831,2,0,228,0,17,0,0,0,0,0,0,0,10.68824434,1,0,1,76,139,1,1
51466,443,14,0,1814,0,6,1,13,0,5,0,0,14,10.68660784,1,0,76,1,1,1,1
443,51466,13,0,39050,0,6,1,13,0,4,0,0,13,10.53000665,1,0,1,76,1,1,1
54686,53,2,0,150,0,17,0,0,0,0,0,0,0,10.37950897,1,0,76,1,1,157,1
43258,53,2,0,180,0,17,0,0,0,0,0,0,0,10.37800097,1,0,76,1,1,157,1
60636,53,2,0,168,0,17,0,0,0,0,0,0,0,10.37091637,1,0,76,1,1,157,1
